Договор,Дата_документа,Документ,Описание_работ,Тип_работ,Месторождение,Скважина,Сумма,НДС
Договор 110,2022-09-05,Акт об оказании производственных услуг ДРЛ00000575 от 05.09.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 10 скважина 962, руб",Монтаж,Тайлаковское,962,5266019.7,877669.95
Договор 110,2022-09-05,Акт об оказании производственных услуг ДРЛ00000575 от 05.09.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 10 скважина 962, руб",Переезд,Тайлаковское,962,4203829.91,700638.32
Договор 110,2022-10-05,Акт об оказании производственных услуг ДРЛ00000626 от 05.10.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 38 скважина 426, руб",Бурение,Тайлаковское,426,35258456.17,5876409.36
Договор 110,2022-10-05,Акт об оказании производственных услуг ДРЛ00000626 от 05.10.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 38 скважина 426, руб",Демонтаж,Тайлаковское,426,3242721.82,540453.64
Договор 110,2022-10-05,Акт об оказании производственных услуг ДРЛ00000626 от 05.10.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 38 скважина 426, руб",Монтаж,Тайлаковское,426,5266019.7,877669.95
Договор 110,2022-10-05,Акт об оказании производственных услуг ДРЛ00000626 от 05.10.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 38 скважина 426, руб",Переезд,Тайлаковское,426,6512487.37,1085414.56
Договор 110,2022-10-31,Акт об оказании производственных услуг ДРЛ00000658 от 31.10.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 129 скважина 1129, руб",Бурение,Тайлаковское,1129,35258456.17,5876409.36
Договор 110,2022-10-31,Акт об оказании производственных услуг ДРЛ00000658 от 31.10.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 129 скважина 1129, руб",Демонтаж,Тайлаковское,1129,3242721.82,540453.64
Договор 110,2022-10-31,Акт об оказании производственных услуг ДРЛ00000658 от 31.10.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 129 скважина 1129, руб",Монтаж,Тайлаковское,1129,5266019.7,877669.95
Договор 110,2022-10-31,Акт об оказании производственных услуг ДРЛ00000658 от 31.10.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 129 скважина 1129, руб",Переезд,Тайлаковское,1129,4032818.24,672136.37
Договор 110,2022-11-26,Акт об оказании производственных услуг ДРЛ00000725 от 26.11.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 4 скважина 8, руб",Бурение,Тайлаковское,8,35355342.3,5892557.05
Договор 110,2022-11-26,Акт об оказании производственных услуг ДРЛ00000725 от 26.11.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 4 скважина 8, руб",Демонтаж,Тайлаковское,8,3242721.82,540453.64
Договор 110,2022-11-26,Акт об оказании производственных услуг ДРЛ00000725 от 26.11.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 4 скважина 8, руб",Монтаж,Тайлаковское,8,5266019.7,877669.95
Договор 110,2022-11-26,Акт об оказании производственных услуг ДРЛ00000725 от 26.11.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 4 скважина 8, руб",Переезд,Тайлаковское,8,4032818.24,672136.37
Договор 110,2022-11-26,Акт об оказании производственных услуг ДРЛ00000726 от 26.11.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 4 скважина 8, руб",Бурение,Тайлаковское,8,300000.0,50000.0
Договор 110,2022-12-24,Акт об оказании производственных услуг ДРЛ00000788 от 24.12.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 37 скважина 3780, руб",Бурение,Тайлаковское,3780,42574626.5,7095771.08
Договор 110,2022-12-24,Акт об оказании производственных услуг ДРЛ00000788 от 24.12.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 37 скважина 3780, руб",Демонтаж,Тайлаковское,3780,3242721.82,540453.64
Договор 110,2022-12-24,Акт об оказании производственных услуг ДРЛ00000788 от 24.12.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 37 скважина 3780, руб",Монтаж,Тайлаковское,3780,5266019.7,877669.95
Договор 110,2022-12-24,Акт об оказании производственных услуг ДРЛ00000788 от 24.12.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 37 скважина 3780, руб",Переезд,Тайлаковское,3780,4374841.57,729140.26
Договор 110,2022-12-29,Акт об оказании производственных услуг ДРЛ00000829 от 29.12.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 33 скважина 724, руб",Монтаж,Тайлаковское,724,5266019.7,877669.95
Договор 110,2022-12-29,Акт об оказании производственных услуг ДРЛ00000829 от 29.12.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 33 скважина 724, руб",Переезд,Тайлаковское,724,4118324.08,686387.35
Договор 110,2023-01-23,Акт об оказании производственных услуг ДРЛ00000025 от 23.01.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 33 скважина 724, руб",Бурение,Тайлаковское,724,38645119.05,6440853.17
Договор 110,2023-01-23,Акт об оказании производственных услуг ДРЛ00000025 от 23.01.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 33 скважина 724, руб",Демонтаж,Тайлаковское,724,3242721.82,540453.64
Договор 110,2023-02-21,Акт об оказании производственных услуг ДРЛ00000059 от 21.02.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 1 скважина 484, руб",Бурение,Тайлаковское,484,48647893.27,8107982.21
Договор 110,2023-02-21,Акт об оказании производственных услуг ДРЛ00000059 от 21.02.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 1 скважина 484, руб",Демонтаж,Тайлаковское,484,3242721.82,540453.64
Договор 110,2023-02-21,Акт об оказании производственных услуг ДРЛ00000059 от 21.02.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 1 скважина 484, руб",Монтаж,Тайлаковское,484,5266019.7,877669.95
Договор 110,2023-02-21,Акт об оказании производственных услуг ДРЛ00000059 от 21.02.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 1 скважина 484, руб",Переезд,Тайлаковское,484,5229899.89,871649.98
Договор 110,2023-03-26,Акт об оказании производственных услуг ДРЛ00000147 от 26.03.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 36 скважина 947, руб",Бурение,Тайлаковское,947,44304055.38,7384009.23
Договор 110,2023-03-26,Акт об оказании производственных услуг ДРЛ00000147 от 26.03.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 36 скважина 947, руб",Демонтаж,Тайлаковское,947,3242721.82,540453.64
Договор 110,2023-03-26,Акт об оказании производственных услуг ДРЛ00000147 от 26.03.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 36 скважина 947, руб",Монтаж,Тайлаковское,947,5266019.7,877669.95
Договор 110,2023-03-26,Акт об оказании производственных услуг ДРЛ00000147 от 26.03.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 36 скважина 947, руб",Переезд,Тайлаковское,947,6170464.04,1028410.67
Договор 110,2023-04-05,Акт об оказании производственных услуг ДРЛ00000211 от 05.04.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 13 скважина 458, руб",Бурение,Тайлаковское,458,600000.0,100000.0
Договор 110,2023-04-13,Акт об оказании производственных услуг ДРЛ00000200 от 13.04.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 36 скважина 947, руб",Бурение,Тайлаковское,947,480000.0,80000.0
Договор 110,2023-04-25,Акт об оказании производственных услуг ДРЛ00000212 от 25.04.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 13 скважина 458, руб",Бурение,Тайлаковское,458,472800.0,78800.0
Договор 110,2023-04-27,Акт об оказании производственных услуг ДРЛ00000216 от 27.04.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 13 скважина 458, руб",Бурение,Тайлаковское,458,56048377.37,9341396.22
Договор 110,2023-04-27,Акт об оказании производственных услуг ДРЛ00000216 от 27.04.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 13 скважина 458, руб",Демонтаж,Тайлаковское,458,3242721.82,540453.64
Договор 110,2023-04-27,Акт об оказании производственных услуг ДРЛ00000216 от 27.04.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 13 скважина 458, руб",Монтаж,Тайлаковское,458,5266019.7,877669.95
Договор 110,2023-04-27,Акт об оказании производственных услуг ДРЛ00000216 от 27.04.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 13 скважина 458, руб",Переезд,Тайлаковское,458,5486417.39,914402.9
Договор 110,2023-05-24,Акт об оказании производственных услуг ДРЛ00000303 от 24.05.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 19 скважина 222, руб",Бурение,Тайлаковское,222,57017535.89,9502922.64
Договор 110,2023-05-24,Акт об оказании производственных услуг ДРЛ00000303 от 24.05.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 19 скважина 222, руб",Демонтаж,Тайлаковское,222,3242721.82,540453.64
Договор 110,2023-05-24,Акт об оказании производственных услуг ДРЛ00000303 от 24.05.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 19 скважина 222, руб",Монтаж,Тайлаковское,222,5266019.7,877669.95
Договор 110,2023-05-24,Акт об оказании производственных услуг ДРЛ00000303 от 24.05.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 19 скважина 222, руб",Переезд,Тайлаковское,222,5400911.56,900151.93
Договор 110,2023-05-24,Акт об оказании производственных услуг ДРЛ00000305 от 24.05.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 19 скважина 222, руб",Бурение,Тайлаковское,222,300000.0,50000.0
Договор 110,2023-06-22,Акт об оказании производственных услуг ДРЛ00000384 от 22.06.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 32 скважина 760, руб",Бурение,Тайлаковское,760,66945601.37,11157600.23
Договор 110,2023-06-22,Акт об оказании производственных услуг ДРЛ00000384 от 22.06.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 32 скважина 760, руб",Демонтаж,Тайлаковское,760,3242721.82,540453.64
Договор 110,2023-06-22,Акт об оказании производственных услуг ДРЛ00000384 от 22.06.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 32 скважина 760, руб",Монтаж,Тайлаковское,760,5266019.7,877669.95
Договор 110,2023-06-22,Акт об оказании производственных услуг ДРЛ00000384 от 22.06.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 32 скважина 760, руб",Переезд,Тайлаковское,760,4032818.24,672136.37
Договор 110,2023-07-15,Акт об оказании производственных услуг ДРЛ00000465 от 15.07.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 78 скважина 4632, руб",Бурение,Тайлаковское,4632,460800.0,76800.0
Договор 110,2023-07-18,Акт об оказании производственных услуг ДРЛ00000493 от 18.07.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 78 скважина 4632, руб",Бурение,Тайлаковское,4632,47232690.17,7872115.03
Договор 110,2023-07-18,Акт об оказании производственных услуг ДРЛ00000493 от 18.07.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 78 скважина 4632, руб",Демонтаж,Тайлаковское,4632,3242721.82,540453.64
Договор 110,2023-07-18,Акт об оказании производственных услуг ДРЛ00000493 от 18.07.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 78 скважина 4632, руб",Монтаж,Тайлаковское,4632,5266019.7,877669.95
Договор 110,2023-07-18,Акт об оказании производственных услуг ДРЛ00000493 от 18.07.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 78 скважина 4632, руб",Переезд,Тайлаковское,4632,4032818.24,672136.37
Договор 110,2023-07-18,Акт об оказании производственных услуг ДРЛ00000494 от 18.07.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 78 скважина 4632, руб",Бурение,Тайлаковское,4632,300000.0,50000.0
Договор 110,2023-11-30,Акт об оказании производственных услуг ДРЛ00000862 от 30.11.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 109_19 (ВР-187-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 51 скважина 1552 ББ21, руб",Бурение,Тайлаковское,1552,49106370.06,8184395.01
Договор 110,2023-11-30,Акт об оказании производственных услуг ДРЛ00000862 от 30.11.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 109_19 (ВР-187-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 51 скважина 1552 ББ21, руб",Демонтаж,Тайлаковское,1552,3242721.82,540453.64
Договор 110,2023-11-30,Акт об оказании производственных услуг ДРЛ00000862 от 30.11.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 109_19 (ВР-187-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 51 скважина 1552 ББ21, руб",Монтаж,Тайлаковское,1552,5266019.7,877669.95
Договор 110,2023-11-30,Акт об оказании производственных услуг ДРЛ00000862 от 30.11.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 109_19 (ВР-187-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 51 скважина 1552 ББ21, руб",Переезд,Тайлаковское,1552,4032818.24,672136.37
Договор 110,2024-09-27,Акт об оказании производственных услуг ДРЛ00000663 от 27.09.2024 23:00:00,"Выполнение работ по договору №ДРЛ_1 109_19 (ВР-187-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 6 скважина 120 ББ21, руб",Бурение,Тайлаковское,120,55081617.01,9180269.5
Договор 110,2024-09-27,Акт об оказании производственных услуг ДРЛ00000663 от 27.09.2024 23:00:00,"Выполнение работ по договору №ДРЛ_1 109_19 (ВР-187-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 6 скважина 120 ББ21, руб",Демонтаж,Тайлаковское,120,3628605.71,604767.62
Договор 110,2024-09-27,Акт об оказании производственных услуг ДРЛ00000663 от 27.09.2024 23:00:00,"Выполнение работ по договору №ДРЛ_1 109_19 (ВР-187-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 6 скважина 120 ББ21, руб",Монтаж,Тайлаковское,120,5892676.04,982112.67
Договор 110,2024-09-27,Акт об оказании производственных услуг ДРЛ00000663 от 27.09.2024 23:00:00,"Выполнение работ по договору №ДРЛ_1 109_19 (ВР-187-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 6 скважина 120 ББ21, руб",Переезд,Тайлаковское,120,6234982.12,1039163.69
Договор 110,2024-10-25,Акт об оказании производственных услуг ДРЛ00000743 от 25.10.2024 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 34 скважина 148, руб",Бурение,Тайлаковское,148,456000.0,76000.0
Договор 110,2024-10-28,Акт об оказании производственных услуг ДРЛ00000749 от 28.10.2024 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 34 скважина 148, руб",Бурение,Тайлаковское,148,51856232.15,8642705.36
Договор 110,2024-10-28,Акт об оказании производственных услуг ДРЛ00000749 от 28.10.2024 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 34 скважина 148, руб",Демонтаж,Тайлаковское,148,3628605.71,604767.62
Договор 110,2024-10-28,Акт об оказании производственных услуг ДРЛ00000749 от 28.10.2024 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 34 скважина 148, руб",Монтаж,Тайлаковское,148,5892676.04,982112.67
Договор 110,2024-10-28,Акт об оказании производственных услуг ДРЛ00000749 от 28.10.2024 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 34 скважина 148, руб",Переезд,Тайлаковское,148,4512723.61,752120.6
Договор 110,2024-11-27,Акт об оказании производственных услуг ДРЛ00000818 от 27.11.2024 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 8Б скважина 2752, руб",Бурение,Тайлаковское,2752,46587200.79,7764533.47
Договор 110,2024-11-27,Акт об оказании производственных услуг ДРЛ00000818 от 27.11.2024 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 8Б скважина 2752, руб",Демонтаж,Тайлаковское,2752,3628605.71,604767.62
Договор 110,2024-11-27,Акт об оказании производственных услуг ДРЛ00000818 от 27.11.2024 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 8Б скважина 2752, руб",Монтаж,Тайлаковское,2752,5892676.04,982112.67
Договор 110,2024-11-27,Акт об оказании производственных услуг ДРЛ00000818 от 27.11.2024 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 8Б скважина 2752, руб",Переезд,Тайлаковское,2752,4608404.64,768067.44
Договор 110,2024-12-23,Акт об оказании производственных услуг ДРЛ00000900 от 23.12.2024 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 129 скважина 1123, руб",Бурение,Тайлаковское,1123,67747175.75,11291195.96
Договор 110,2024-12-23,Акт об оказании производственных услуг ДРЛ00000900 от 23.12.2024 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 129 скважина 1123, руб",Демонтаж,Тайлаковское,1123,3628605.71,604767.62
Договор 110,2024-12-23,Акт об оказании производственных услуг ДРЛ00000900 от 23.12.2024 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 129 скважина 1123, руб",Монтаж,Тайлаковское,1123,5892676.04,982112.67
Договор 110,2024-12-23,Акт об оказании производственных услуг ДРЛ00000900 от 23.12.2024 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 129 скважина 1123, руб",Переезд,Тайлаковское,1123,7191792.4,1198632.07
Договор 110,2025-01-27,Акт об оказании производственных услуг ДРЛ00000040 от 27.01.2025 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 35 скважина 909 , руб",Бурение,Тайлаковское,909,57243437.35,9540572.89
Договор 110,2025-01-27,Акт об оказании производственных услуг ДРЛ00000040 от 27.01.2025 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 35 скважина 909 , руб",Демонтаж,Тайлаковское,909,3628605.71,604767.62
Договор 110,2025-01-27,Акт об оказании производственных услуг ДРЛ00000040 от 27.01.2025 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 35 скважина 909 , руб",Монтаж,Тайлаковское,909,5892676.04,982112.67
